,HTP,HTFormPts,Prob_H,B365H,B365D,B365A,ATP,ATFormPts,Delta_Prob_HD,Delta_Prob_HA,DiffFormPts,DiffPts,Odds_HD_Diff,Odds_HA_Diff,Strength_Index_Away,Away_GD_Last5_Avg,ATWinStreak5,ATGD,AHGD,Prob_D
mean,3.0026999896979554,6.1795514511873355,0.45447581429138734,2.605906095562375,2.0306257408487357e-14,4.735520721640428,3.0534587694019746,6.477836411609498,0.19749409901941503,0.165933343854747,-0.029137028650494144,-0.05075877970402002,-1.2952191913882989,-2.129614626078053,0.1946233509234829,-0.0008016287244491534,0.022559366754617415,0.04196206235077378,0.0099672937905362,0.2569817152719723
std,6.1517280686375155,3.529869351012204,0.17219512823769034,1.9483117611578982,1.0000000000000122,4.173732031411056,6.399036197018927,3.580165171326259,0.20094430243977407,0.32319431852917124,0.8791620774830999,3.098807272236781,2.312862851626204,5.267569870907694,0.3035005313264201,1.0061902194816645,0.14849391141135898,3.253142317786484,1.6396549634439974,0.04934511040546812
