,FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTHG,HTAG,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,HHGD,AHGD,DiffPts,DiffFormPts
mean,1.6643518518518519,1.2618464052287581,23.935729847494553,24.15223311546841,24.14882897603486,23.943627450980394,0.7351579520697168,0.5563725490196079,10.571350762527233,10.670479302832245,10.66816448801743,10.578022875816993,1.3225932787085994,1.3501381232415055,6.046704793028322,6.333877995642702,0.049700435729847496,0.012935729847494554,0.05201525054466231,0.010893246187363835,0.0593681917211329,0.016884531590413945,0.04656862745098039,0.008169934640522876,-0.019746048082016746,0.020969818777091958,-0.010017994997052946,0.009974415279819977,-0.02754484453290633,-0.02880536666898787
std,1.3500598769711232,1.1940911486975336,16.637243900299197,16.676875155371146,15.806574955047376,15.86577628085384,0.858753008066797,0.7506951902167727,7.751630408658208,7.75616066817687,7.318838884835501,7.344570387283987,0.5931099035975326,0.5891848074404584,3.4883673060434717,3.534750670584513,0.21732533772690438,0.11299733068001032,0.22205779485402,0.1038006906280691,0.23631252512910167,0.12883883026240295,0.21071305224953105,0.09001770275057942,0.8141984435866142,0.818951160352192,0.42521930465953667,0.42498640847617136,0.7313463363089115,0.4494327309382186
