,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
90,2024-10-18,Alavés,Valladolid,2.0,3.0,A,1.0,1.0,11.0,5.0,15.0,19.0,5.0,1.0,8.0,6.0,10,5,L,L,L,L,L,L,W,D,L,L,10
91,2024-10-19,Athletic,Espanyol,4.0,1.0,H,3.0,0.0,13.0,9.0,10.0,13.0,9.0,4.0,3.0,4.0,14,10,L,W,D,L,W,L,W,L,W,W,10
92,2024-10-19,Osasuna,Real Betis,1.0,2.0,A,0.0,1.0,13.0,8.0,14.0,8.0,6.0,3.0,5.0,2.0,15,12,D,L,W,W,D,D,W,L,L,W,10
93,2024-10-19,Girona,Real Sociedad,0.0,1.0,A,0.0,1.0,11.0,7.0,12.0,8.0,4.0,2.0,5.0,3.0,12,9,W,D,D,W,D,D,L,L,L,L,10
94,2024-10-19,Celta,Real Madrid,1.0,2.0,A,0.0,1.0,16.0,19.0,15.0,6.0,9.0,4.0,8.0,1.0,13,21,W,W,D,D,L,W,L,W,W,W,10
95,2024-10-20,Mallorca,Rayo Vallecano,1.0,0.0,H,0.0,0.0,9.0,11.0,8.0,9.0,3.0,4.0,4.0,2.0,14,13,L,W,W,D,W,D,W,D,L,W,10
96,2024-10-20,Atleti,Leganés,3.0,1.0,H,0.0,1.0,13.0,5.0,5.0,9.0,5.0,1.0,3.0,2.0,17,8,D,D,D,D,W,D,D,L,W,L,10
97,2024-10-20,Villarreal,Getafe,1.0,1.0,D,1.0,0.0,17.0,6.0,17.0,7.0,9.0,2.0,10.0,3.0,17,8,L,D,W,W,W,L,L,D,W,L,10
98,2024-10-20,Barça,Sevilla FC,5.0,1.0,H,3.0,0.0,28.0,9.0,9.0,10.0,13.0,4.0,6.0,5.0,24,12,W,W,L,D,W,W,W,L,W,W,10
99,2024-10-21,Valencia,Las Palmas,2.0,3.0,A,1.0,1.0,5.0,9.0,13.0,17.0,3.0,4.0,7.0,8.0,6,3,D,L,L,L,D,D,W,L,L,L,10
100,2024-10-25,Espanyol,Sevilla FC,0.0,2.0,A,0.0,2.0,10.0,10.0,17.0,15.0,4.0,4.0,7.0,8.0,10,12,L,L,W,W,L,D,L,W,L,L,11
101,2024-10-26,Valladolid,Villarreal,1.0,2.0,A,0.0,1.0,8.0,18.0,21.0,18.0,2.0,10.0,7.0,10.0,8,18,W,D,L,L,L,W,L,W,D,L,11
102,2024-10-26,Rayo Vallecano,Alavés,1.0,0.0,H,0.0,0.0,11.0,13.0,10.0,18.0,4.0,6.0,2.0,9.0,13,10,L,L,W,L,D,L,D,L,D,W,11
103,2024-10-26,Las Palmas,Girona,1.0,0.0,H,1.0,0.0,12.0,11.0,19.0,13.0,5.0,4.0,9.0,6.0,6,12,W,L,L,W,L,D,D,D,L,L,11
104,2024-10-26,Real Madrid,Barça,0.0,4.0,A,0.0,0.0,21.0,33.0,7.0,10.0,5.0,16.0,1.0,6.0,24,27,W,W,W,W,D,L,W,W,W,W,11
105,2024-10-27,Leganés,Celta,3.0,0.0,H,0.0,0.0,6.0,17.0,12.0,17.0,2.0,9.0,2.0,9.0,8,13,L,L,D,W,D,D,D,L,L,L,11
106,2024-10-27,Getafe,Valencia,1.0,1.0,D,0.0,1.0,7.0,7.0,8.0,16.0,2.0,4.0,4.0,8.0,9,6,D,L,D,D,W,L,L,D,D,W,11
107,2024-10-27,Real Betis,Atleti,1.0,0.0,H,1.0,0.0,10.0,16.0,9.0,6.0,4.0,5.0,2.0,4.0,15,20,W,W,L,D,W,D,D,W,L,D,11
108,2024-10-27,Real Sociedad,Osasuna,0.0,2.0,A,0.0,2.0,8.0,14.0,8.0,16.0,3.0,6.0,3.0,6.0,12,15,W,L,D,D,W,W,D,D,L,W,11
109,2024-10-28,Mallorca,Athletic,0.0,0.0,D,0.0,0.0,10.0,17.0,8.0,11.0,3.0,12.0,4.0,3.0,17,17,W,W,L,L,W,D,W,W,W,W,11
110,2024-11-01,Alavés,Mallorca,1.0,0.0,H,0.0,0.0,13.0,10.0,19.0,8.0,6.0,3.0,9.0,4.0,10,18,L,D,L,W,L,L,L,W,L,W,12
111,2024-11-02,Osasuna,Valladolid,1.0,0.0,H,1.0,0.0,16.0,9.0,16.0,23.0,8.0,2.0,6.0,8.0,18,8,W,L,L,W,D,L,W,L,D,L,12
112,2024-11-02,Girona,Leganés,4.0,3.0,H,2.0,2.0,11.0,9.0,14.0,12.0,4.0,2.0,7.0,2.0,12,11,L,W,L,L,W,D,D,D,D,D,12
113,2024-11-03,Atleti,Las Palmas,2.0,0.0,H,1.0,0.0,16.0,13.0,7.0,19.0,5.0,6.0,5.0,9.0,20,9,L,W,W,W,D,L,D,L,W,D,12
114,2024-11-03,Barça,Espanyol,3.0,1.0,H,3.0,0.0,37.0,10.0,10.0,19.0,16.0,4.0,6.0,9.0,30,10,W,L,W,L,W,W,L,L,W,L,12
115,2024-11-03,Sevilla FC,Real Sociedad,0.0,2.0,A,0.0,1.0,12.0,8.0,15.0,10.0,6.0,3.0,8.0,5.0,15,12,W,L,L,W,W,D,D,W,W,D,12
116,2024-11-03,Athletic,Real Betis,1.0,1.0,D,0.0,0.0,17.0,11.0,11.0,9.0,12.0,5.0,3.0,2.0,18,18,D,W,W,W,L,L,D,W,W,D,12
117,2024-11-04,Celta,Getafe,1.0,0.0,H,1.0,0.0,17.0,8.0,20.0,9.0,9.0,2.0,9.0,5.0,13,10,L,D,L,D,W,D,D,W,L,L,12
118,2024-11-08,Rayo Vallecano,Las Palmas,1.0,3.0,A,0.0,1.0,12.0,13.0,10.0,19.0,4.0,6.0,2.0,9.0,16,9,W,W,L,W,W,L,D,L,D,D,12
119,2024-11-09,Real Madrid,Osasuna,4.0,0.0,H,2.0,0.0,21.0,16.0,11.0,16.0,5.0,8.0,1.0,6.0,24,18,L,W,W,L,W,D,D,W,W,D,12
120,2024-11-09,Villarreal,Alavés,3.0,0.0,H,1.0,0.0,23.0,14.0,19.0,19.0,12.0,6.0,10.0,9.0,24,13,W,W,W,L,D,L,L,L,W,L,13
121,2024-11-09,Leganés,Sevilla FC,1.0,0.0,H,0.0,0.0,12.0,12.0,16.0,17.0,4.0,6.0,4.0,9.0,11,15,L,L,W,W,L,L,D,W,D,D,13
122,2024-11-10,Real Betis,Celta,2.0,2.0,D,1.0,1.0,12.0,18.0,10.0,20.0,5.0,10.0,2.0,9.0,19,16,D,W,W,L,W,L,L,W,W,D,13
123,2024-11-10,Mallorca,Atleti,0.0,1.0,A,0.0,0.0,10.0,18.0,9.0,7.0,3.0,6.0,4.0,5.0,18,23,L,W,D,L,W,W,L,D,W,D,13
124,2024-11-10,Getafe,Girona,0.0,1.0,A,0.0,1.0,8.0,15.0,10.0,17.0,2.0,6.0,6.0,9.0,10,15,L,W,D,L,D,L,D,W,W,D,13
125,2024-11-10,Valladolid,Athletic,1.0,1.0,D,0.0,0.0,9.0,18.0,24.0,12.0,2.0,12.0,9.0,3.0,8,19,L,D,L,D,W,W,L,L,L,D,13
126,2024-11-10,Real Sociedad,Barça,1.0,0.0,H,1.0,0.0,10.0,40.0,10.0,11.0,4.0,19.0,5.0,6.0,15,33,W,W,L,W,W,W,D,W,W,L,13
127,2024-11-22,Getafe,Valladolid,2.0,0.0,H,0.0,0.0,8.0,9.0,10.0,24.0,2.0,2.0,6.0,9.0,10,8,L,L,D,L,D,W,D,L,W,L,13
128,2024-11-23,Valencia,Real Betis,4.0,2.0,H,1.0,1.0,12.0,12.0,19.0,10.0,6.0,5.0,9.0,2.0,10,19,W,D,D,W,L,W,D,L,L,W,13
129,2024-11-23,Atleti,Alavés,2.0,1.0,H,0.0,1.0,18.0,14.0,7.0,19.0,6.0,6.0,5.0,9.0,23,13,W,W,L,L,W,L,D,L,D,L,13
130,2024-11-23,Las Palmas,Mallorca,2.0,3.0,A,0.0,0.0,16.0,10.0,22.0,10.0,7.0,3.0,10.0,4.0,12,18,W,L,L,L,W,D,W,W,L,L,14
131,2024-11-23,Girona,Espanyol,4.0,1.0,H,4.0,0.0,16.0,12.0,17.0,26.0,7.0,4.0,9.0,16.0,18,10,W,L,W,L,L,L,L,L,W,W,14
132,2024-11-23,Celta,Barça,2.0,2.0,D,0.0,1.0,20.0,40.0,22.0,12.0,11.0,19.0,10.0,7.0,17,33,D,L,W,W,L,W,L,W,W,W,14
133,2024-11-24,Osasuna,Villarreal,2.0,2.0,D,2.0,0.0,17.0,25.0,20.0,21.0,9.0,12.0,8.0,12.0,21,25,L,D,W,W,W,W,L,D,D,L,14
134,2024-11-24,Sevilla FC,Rayo Vallecano,1.0,0.0,H,1.0,0.0,12.0,13.0,18.0,14.0,6.0,4.0,9.0,4.0,15,16,L,L,L,L,W,W,L,L,W,W,14
135,2024-11-24,Leganés,Real Madrid,0.0,3.0,A,0.0,1.0,13.0,28.0,16.0,11.0,4.0,8.0,4.0,1.0,14,30,W,W,L,W,W,L,L,W,D,W,14
136,2024-11-24,Athletic,Real Sociedad,1.0,0.0,H,1.0,0.0,19.0,11.0,13.0,10.0,12.0,5.0,3.0,5.0,20,18,D,W,D,W,D,L,W,W,L,D,14
