,FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTHG,HTAG,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,HHGD,AHGD,DiffPts,DiffFormPts
mean,1.5449656750572083,1.1692219679633866,24.93466819221968,25.04141876430206,25.00446224256293,24.861098398169336,0.6908466819221968,0.5140732265446224,10.962356979405035,11.00903890160183,10.992677345537757,10.932265446224257,1.2136173478988765,1.2303150453302234,6.260411899313501,6.432151029748284,0.062471395881006864,0.020366132723112128,0.059153318077803205,0.014416475972540047,0.06636155606407322,0.01933638443935927,0.05354691075514874,0.010640732265446224,-0.01007164211370691,0.014047013300169352,-0.005625892339683798,0.007411661595077133,-0.016697697431347077,-0.01695994467167294
std,1.313167275717886,1.149804515739243,17.674865784393067,17.645975051430682,16.70094622476035,16.651850913315517,0.8399811847185754,0.7271515060258481,8.162344580093968,8.142384840086487,7.657436308457963,7.639592621138417,0.5447272718836013,0.5393431382910282,3.6069996551512484,3.6029285945934264,0.24200975306314976,0.14124925968307286,0.23591143049499178,0.11920000500451405,0.24891303690411115,0.137704352422761,0.22512138748624788,0.10260364068735431,0.723674591624434,0.7214480627851432,0.37525181164570137,0.3759979389537723,0.6886614163336424,0.4101279875755699
