,FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTHG,HTAG,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,HHGD,AHGD,DiffPts,DiffFormPts
mean,1.5399122807017545,1.131140350877193,24.261951754385965,24.472258771929823,24.43563596491228,24.25,0.6867324561403508,0.4986842105263158,10.788706140350877,10.900877192982456,10.877521929824562,10.792543859649124,1.2090660252057355,1.2278210013638726,6.16984649122807,6.480701754385965,0.05394736842105263,0.016666666666666666,0.05449561403508772,0.009539473684210526,0.0650219298245614,0.02182017543859649,0.04407894736842105,0.007236842105263158,-0.01212377904750738,0.014833586959861443,-0.005433458495235134,0.0066955871850023245,-0.018754976158137232,-0.0226956981511383
std,1.30247200570251,1.1176002319914444,17.545489740265015,17.708064440071837,16.37884887909774,16.298853689107936,0.8451353719028003,0.7077255553394323,8.257239226382938,8.368581547984691,7.775976499825376,7.723578993973454,0.5276822158007151,0.5248749044296095,3.4942293873646086,3.5437522782067403,0.22591381069223762,0.12801909579781046,0.22699304413575624,0.09720325162277516,0.24656455233153596,0.14609604848326196,0.2052705379914714,0.08476125424748197,0.6924304952688048,0.6914607624846181,0.3694064213432361,0.3690744585082714,0.6654114805528096,0.40570741868084426
