,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,RES,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
134,2024-12-01,Parma,Lazio,3.0,1.0,H,1.0,0.0,H,17.0,28.0,21.0,14.0,9.0,12.0,8.0,6.0,12,28,L,W,W,W,L,W,D,W,D,W,14
135,2024-12-01,Torino,Napoli,0.0,1.0,A,0.0,1.0,A,16.0,20.0,19.0,9.0,6.0,8.0,9.0,5.0,15,29,D,W,L,D,L,L,L,W,W,W,14
136,2024-12-01,Lecce,Juventus,1.0,1.0,D,0.0,0.0,D,6.0,21.0,21.0,7.0,2.0,11.0,10.0,5.0,12,25,W,D,D,W,L,W,W,D,L,D,14
137,2024-12-02,Roma,Atalanta,0.0,2.0,A,0.0,0.0,D,14.0,34.0,18.0,16.0,5.0,18.0,8.0,7.0,13,28,L,W,L,W,L,W,W,W,L,W,14
138,2024-12-06,Inter,Parma,3.0,1.0,H,1.0,0.0,H,31.0,17.0,14.0,21.0,18.0,9.0,7.0,8.0,28,12,W,L,D,W,W,L,W,D,D,D,14
139,2024-12-06,Atalanta,Milan,2.0,1.0,H,1.0,1.0,D,34.0,23.0,16.0,14.0,18.0,15.0,7.0,7.0,28,22,W,W,W,D,W,D,W,W,W,L,14
140,2024-12-07,Genoa,Torino,0.0,0.0,D,0.0,0.0,D,13.0,16.0,24.0,20.0,4.0,6.0,7.0,10.0,14,15,W,L,D,D,D,L,W,L,L,L,15
141,2024-12-07,Juventus,Bologna,2.0,2.0,D,0.0,1.0,A,22.0,20.0,8.0,18.0,11.0,7.0,5.0,4.0,26,22,D,D,D,W,W,L,W,W,D,W,15
142,2024-12-07,Roma,Lecce,4.0,1.0,H,1.0,1.0,D,14.0,7.0,20.0,22.0,5.0,2.0,8.0,10.0,13,13,L,D,L,W,L,D,L,L,W,W,15
143,2024-12-08,Fiorentina,Cagliari,1.0,0.0,H,1.0,0.0,H,28.0,15.0,10.0,24.0,14.0,6.0,9.0,11.0,31,14,W,W,W,D,W,D,W,L,W,L,15
144,2024-12-08,Verona,Empoli,1.0,4.0,A,1.0,4.0,A,17.0,10.0,33.0,14.0,7.0,7.0,21.0,4.0,12,16,L,L,L,D,L,D,W,W,L,L,15
145,2024-12-08,Venezia FC,Como 1907,2.0,2.0,D,1.0,0.0,H,11.0,14.0,25.0,26.0,7.0,6.0,14.0,10.0,8,11,L,D,L,L,L,D,L,L,W,L,15
146,2024-12-08,Napoli,Lazio,0.0,1.0,A,0.0,0.0,D,21.0,29.0,9.0,17.0,9.0,12.0,5.0,7.0,32,28,W,L,W,W,D,W,L,W,W,W,15
147,2024-12-09,Monza,Udinese,1.0,2.0,A,0.0,1.0,A,12.0,16.0,17.0,21.0,6.0,7.0,10.0,11.0,10,17,D,L,D,D,L,L,L,L,L,L,15
148,2024-12-13,Empoli,Torino,0.0,1.0,A,0.0,0.0,D,10.0,16.0,14.0,20.0,7.0,6.0,4.0,10.0,16,15,L,L,D,D,D,L,W,L,L,L,15
149,2024-12-14,Cagliari,Atalanta,0.0,1.0,A,0.0,0.0,D,15.0,36.0,24.0,16.0,6.0,18.0,11.0,7.0,14,31,W,W,D,W,D,W,L,W,L,W,15
150,2024-12-14,Udinese,Napoli,1.0,3.0,A,1.0,0.0,H,18.0,21.0,22.0,10.0,8.0,9.0,11.0,5.0,20,32,W,L,L,W,D,W,L,D,L,L,16
151,2024-12-14,Juventus,Venezia FC,2.0,2.0,D,1.0,0.0,H,24.0,13.0,10.0,27.0,11.0,8.0,6.0,14.0,27,9,D,D,D,L,D,L,W,L,W,L,16
152,2024-12-15,Lecce,Monza,2.0,1.0,H,2.0,1.0,H,8.0,13.0,26.0,19.0,3.0,6.0,11.0,11.0,13,10,L,L,D,D,W,D,D,L,L,L,16
153,2024-12-15,Bologna,Fiorentina,1.0,0.0,H,0.0,0.0,D,21.0,28.0,18.0,11.0,7.0,14.0,4.0,9.0,25,31,W,L,D,W,W,W,L,W,W,W,16
154,2024-12-15,Parma,Verona,2.0,3.0,A,1.0,1.0,D,21.0,18.0,25.0,37.0,10.0,8.0,9.0,25.0,15,12,L,L,W,L,L,L,W,L,L,W,16
155,2024-12-15,Como 1907,Roma,2.0,0.0,H,0.0,0.0,D,16.0,18.0,28.0,21.0,6.0,6.0,11.0,9.0,12,16,D,W,D,L,L,L,D,L,L,L,16
156,2024-12-15,Milan,Genoa,0.0,0.0,D,0.0,0.0,D,24.0,13.0,16.0,24.0,16.0,4.0,8.0,7.0,23,15,D,D,L,W,W,D,D,D,D,W,16
157,2024-12-16,Lazio,Inter,0.0,6.0,A,0.0,2.0,A,30.0,40.0,17.0,15.0,12.0,21.0,7.0,7.0,31,34,W,W,L,W,W,W,W,D,W,W,16
158,2024-12-20,Verona,Milan,0.0,1.0,A,0.0,0.0,D,18.0,24.0,37.0,16.0,8.0,16.0,25.0,8.0,12,23,L,D,L,L,L,W,L,D,W,D,16
159,2024-12-21,Torino,Bologna,0.0,2.0,A,0.0,0.0,D,16.0,21.0,20.0,18.0,6.0,7.0,10.0,4.0,16,25,D,W,L,D,D,W,L,L,L,W,16
160,2024-12-21,Genoa,Napoli,1.0,2.0,A,0.0,2.0,A,13.0,24.0,24.0,11.0,4.0,9.0,7.0,6.0,16,35,D,W,D,L,W,W,D,W,D,D,17
161,2024-12-21,Lecce,Lazio,1.0,2.0,A,0.0,1.0,A,10.0,30.0,27.0,23.0,5.0,12.0,12.0,9.0,16,31,W,L,L,W,D,L,W,W,D,W,17
162,2024-12-22,Roma,Parma,5.0,0.0,H,2.0,0.0,H,18.0,23.0,23.0,28.0,6.0,11.0,9.0,10.0,16,15,L,L,W,L,L,W,L,L,L,W,17
163,2024-12-22,Venezia FC,Cagliari,2.0,1.0,H,1.0,0.0,H,15.0,15.0,29.0,26.0,8.0,6.0,15.0,12.0,10,14,D,L,D,L,L,W,L,D,L,D,17
164,2024-12-22,Atalanta,Empoli,3.0,2.0,H,2.0,1.0,H,39.0,14.0,17.0,16.0,19.0,11.0,8.0,5.0,37,19,W,L,W,W,W,L,W,D,W,D,17
165,2024-12-22,Monza,Juventus,1.0,2.0,A,1.0,2.0,A,14.0,26.0,21.0,12.0,7.0,12.0,13.0,6.0,10,28,L,D,L,D,D,D,D,D,L,W,17
166,2024-12-23,Fiorentina,Udinese,1.0,2.0,A,1.0,0.0,H,29.0,19.0,13.0,25.0,15.0,9.0,9.0,11.0,31,20,L,L,L,W,W,L,W,D,W,L,17
167,2024-12-23,Inter,Como 1907,2.0,0.0,H,0.0,0.0,D,42.0,18.0,15.0,28.0,21.0,6.0,7.0,11.0,37,15,W,W,W,D,W,D,W,L,D,D,17
168,2024-12-28,Empoli,Genoa,1.0,2.0,A,0.0,0.0,D,14.0,13.0,16.0,24.0,11.0,4.0,5.0,7.0,19,16,L,D,W,D,L,W,D,D,D,D,17
169,2024-12-28,Parma,Monza,2.0,1.0,H,0.0,0.0,D,23.0,14.0,28.0,21.0,11.0,7.0,10.0,13.0,15,10,L,L,L,L,W,D,L,D,W,L,17
170,2024-12-28,Cagliari,Inter,0.0,3.0,A,0.0,0.0,D,16.0,45.0,28.0,15.0,6.0,21.0,13.0,7.0,14,40,L,W,L,W,L,W,W,W,D,W,18
171,2024-12-28,Lazio,Atalanta,1.0,1.0,D,1.0,0.0,H,32.0,42.0,24.0,19.0,13.0,21.0,9.0,9.0,34,40,W,W,L,W,W,W,L,W,W,W,18
172,2024-12-29,Udinese,Torino,2.0,2.0,D,1.0,0.0,H,21.0,17.0,26.0,22.0,9.0,6.0,12.0,10.0,23,19,W,L,L,W,W,D,L,L,D,D,18
173,2024-12-29,Napoli,Venezia FC,1.0,0.0,H,0.0,0.0,D,26.0,17.0,12.0,30.0,11.0,9.0,6.0,15.0,38,13,W,W,W,D,L,D,W,L,W,L,18
174,2024-12-29,Juventus,Fiorentina,2.0,2.0,D,1.0,1.0,D,28.0,31.0,13.0,15.0,14.0,16.0,7.0,10.0,31,32,W,D,D,L,D,L,D,W,D,W,18
175,2024-12-29,Milan,Roma,1.0,1.0,D,1.0,1.0,D,26.0,23.0,17.0,23.0,17.0,8.0,9.0,9.0,27,19,D,W,W,L,D,W,L,L,W,L,18
176,2024-12-30,Como 1907,Lecce,2.0,0.0,H,0.0,0.0,D,18.0,11.0,30.0,29.0,6.0,5.0,11.0,13.0,15,16,L,L,W,W,D,L,D,D,L,W,18
177,2024-12-30,Bologna,Verona,2.0,3.0,A,1.0,2.0,A,25.0,21.0,21.0,40.0,8.0,9.0,6.0,26.0,28,15,L,L,W,W,W,L,D,L,W,L,18
178,2025-01-04,Venezia FC,Empoli,1.0,1.0,D,1.0,1.0,D,17.0,16.0,30.0,19.0,9.0,12.0,15.0,7.0,13,19,W,L,D,L,D,W,L,L,L,D,18
179,2025-01-04,Fiorentina,Napoli,0.0,3.0,A,0.0,1.0,A,31.0,26.0,15.0,12.0,16.0,11.0,10.0,6.0,32,38,D,W,L,W,L,L,W,W,W,W,18
180,2025-01-04,Verona,Udinese,0.0,0.0,D,0.0,0.0,D,24.0,23.0,42.0,28.0,11.0,10.0,27.0,12.0,18,24,W,D,L,W,W,L,L,W,L,L,19
181,2025-01-05,Monza,Cagliari,1.0,2.0,A,1.0,1.0,D,16.0,16.0,25.0,31.0,8.0,6.0,15.0,13.0,10,14,L,L,L,L,L,L,L,L,D,W,19
182,2025-01-05,Lecce,Genoa,0.0,0.0,D,0.0,0.0,D,11.0,16.0,31.0,27.0,5.0,4.0,13.0,9.0,16,19,L,W,L,L,W,D,L,D,D,W,19
183,2025-01-05,Torino,Parma,0.0,0.0,D,0.0,0.0,D,19.0,25.0,24.0,34.0,6.0,11.0,11.0,12.0,20,18,D,W,L,L,W,L,D,L,L,W,19
184,2025-01-05,Roma,Lazio,2.0,0.0,H,2.0,0.0,H,24.0,33.0,24.0,25.0,9.0,14.0,10.0,9.0,20,35,D,D,W,W,L,L,W,W,L,L,19
185,2025-01-10,Lazio,Como 1907,1.0,1.0,D,1.0,0.0,H,33.0,20.0,25.0,30.0,14.0,6.0,9.0,11.0,35,18,D,W,W,L,L,W,W,D,L,D,19
186,2025-01-11,Empoli,Lecce,1.0,3.0,A,0.0,2.0,A,17.0,11.0,21.0,31.0,12.0,5.0,7.0,13.0,19,16,L,L,L,L,L,W,W,L,L,D,19
187,2025-01-11,Udinese,Atalanta,0.0,0.0,D,0.0,0.0,D,23.0,43.0,28.0,20.0,10.0,21.0,12.0,10.0,24,41,D,D,W,W,L,W,W,W,L,W,19
188,2025-01-11,Torino,Juventus,1.0,1.0,D,1.0,1.0,D,19.0,30.0,24.0,15.0,6.0,15.0,11.0,8.0,20,32,D,D,L,W,W,D,D,D,L,D,19
189,2025-01-11,Milan,Cagliari,1.0,1.0,D,0.0,0.0,D,27.0,16.0,18.0,31.0,17.0,6.0,9.0,13.0,28,14,D,L,D,L,W,L,D,L,L,W,19
190,2025-01-12,Genoa,Parma,1.0,0.0,H,0.0,0.0,D,16.0,25.0,27.0,34.0,4.0,11.0,9.0,12.0,20,19,D,D,W,W,L,L,D,L,D,L,20
191,2025-01-12,Venezia FC,Inter,0.0,1.0,A,0.0,1.0,A,18.0,48.0,32.0,17.0,10.0,24.0,16.0,8.0,14,44,D,D,L,W,W,W,D,W,D,W,20
192,2025-01-12,Bologna,Roma,2.0,2.0,D,0.0,0.0,D,29.0,26.0,25.0,24.0,9.0,11.0,8.0,10.0,30,23,D,W,D,D,L,W,W,L,W,W,20
193,2025-01-12,Napoli,Verona,2.0,0.0,H,1.0,0.0,H,30.0,24.0,12.0,42.0,12.0,11.0,6.0,27.0,44,19,W,D,W,W,W,L,W,W,L,L,20
194,2025-01-13,Monza,Fiorentina,2.0,1.0,H,1.0,0.0,H,17.0,32.0,27.0,20.0,9.0,16.0,16.0,12.0,10,32,L,L,L,L,L,D,L,L,L,L,20
195,2025-01-14,Como 1907,Milan,1.0,2.0,A,0.0,0.0,D,21.0,29.0,31.0,19.0,6.0,17.0,12.0,9.0,19,31,D,W,W,D,L,D,W,W,D,D,20
196,2025-01-14,Atalanta,Juventus,1.0,1.0,D,0.0,0.0,D,43.0,31.0,20.0,16.0,21.0,16.0,10.0,9.0,42,33,D,D,D,D,W,W,W,D,W,D,20
197,2025-01-15,Inter,Bologna,2.0,2.0,D,2.0,1.0,H,48.0,29.0,17.0,25.0,24.0,9.0,8.0,8.0,44,30,D,D,W,D,W,L,W,W,W,W,20
198,2025-01-17,Roma,Genoa,3.0,1.0,H,1.0,1.0,D,26.0,16.0,24.0,27.0,11.0,4.0,10.0,9.0,23,20,W,D,D,W,W,L,L,D,W,D,20
199,2025-01-18,Bologna,Monza,3.0,1.0,H,2.0,1.0,H,29.0,17.0,25.0,27.0,9.0,9.0,8.0,16.0,30,10,D,L,D,L,L,L,W,L,W,L,20
200,2025-01-18,Juventus,Milan,2.0,0.0,H,0.0,0.0,D,32.0,29.0,17.0,21.0,16.0,17.0,9.0,9.0,34,31,D,L,D,W,D,D,W,D,D,W,21
201,2025-01-18,Atalanta,Napoli,2.0,3.0,A,1.0,2.0,A,44.0,32.0,21.0,12.0,21.0,13.0,10.0,6.0,43,47,D,W,D,W,D,W,W,W,W,W,21
202,2025-01-19,Fiorentina,Torino,1.0,1.0,D,1.0,0.0,H,33.0,20.0,21.0,25.0,17.0,7.0,12.0,12.0,33,22,D,D,L,D,L,D,D,L,L,W,21
203,2025-01-19,Cagliari,Lecce,4.0,1.0,H,0.0,1.0,A,19.0,14.0,33.0,32.0,7.0,7.0,14.0,13.0,18,20,D,W,W,D,L,L,L,L,L,W,21
204,2025-01-19,Parma,Venezia FC,1.0,1.0,D,0.0,1.0,A,25.0,18.0,35.0,33.0,11.0,10.0,12.0,17.0,19,14,L,L,D,D,W,L,L,W,L,D,21
205,2025-01-19,Verona,Lazio,0.0,3.0,A,0.0,2.0,A,24.0,34.0,44.0,28.0,11.0,15.0,28.0,11.0,19,36,L,D,D,L,W,D,L,W,W,L,21
206,2025-01-19,Inter,Empoli,3.0,1.0,H,0.0,0.0,D,51.0,19.0,18.0,25.0,24.0,13.0,8.0,10.0,47,20,W,L,D,D,W,L,W,L,W,L,21
207,2025-01-20,Como 1907,Udinese,4.0,1.0,H,2.0,0.0,H,22.0,23.0,33.0,28.0,6.0,10.0,12.0,12.0,19,26,L,D,D,D,W,D,L,W,W,L,21
208,2025-01-24,Torino,Cagliari,2.0,0.0,H,1.0,0.0,H,20.0,19.0,25.0,33.0,7.0,7.0,12.0,14.0,22,18,D,D,D,W,D,L,L,L,W,L,21
209,2025-01-25,Como 1907,Atalanta,1.0,2.0,A,1.0,0.0,H,22.0,44.0,33.0,21.0,6.0,21.0,12.0,10.0,19,43,L,D,D,D,W,D,L,W,W,W,21
210,2025-01-25,Napoli,Juventus,2.0,1.0,H,0.0,1.0,A,35.0,34.0,14.0,17.0,15.0,16.0,7.0,9.0,50,37,W,W,W,D,W,D,W,D,W,W,22
211,2025-01-25,Empoli,Bologna,1.0,1.0,D,1.0,1.0,D,20.0,33.0,28.0,27.0,13.0,12.0,10.0,10.0,20,34,L,D,L,W,D,D,L,D,L,L,22
212,2025-01-26,Milan,Parma,3.0,2.0,H,1.0,1.0,D,32.0,26.0,23.0,36.0,18.0,11.0,10.0,13.0,34,20,W,D,L,L,W,D,D,W,D,L,22
213,2025-01-26,Udinese,Roma,1.0,2.0,A,1.0,0.0,H,24.0,31.0,32.0,27.0,10.0,12.0,14.0,11.0,26,27,L,W,D,D,D,W,D,D,W,W,22
214,2025-01-26,Lecce,Inter,0.0,4.0,A,0.0,2.0,A,15.0,55.0,36.0,18.0,8.0,26.0,13.0,8.0,20,50,L,W,W,W,D,D,L,W,L,W,22
215,2025-01-26,Lazio,Fiorentina,1.0,2.0,A,0.0,2.0,A,37.0,35.0,28.0,22.0,17.0,19.0,11.0,12.0,39,36,W,W,D,D,L,L,D,L,W,D,22
216,2025-01-27,Venezia FC,Verona,1.0,1.0,D,1.0,0.0,H,19.0,24.0,34.0,47.0,11.0,11.0,17.0,30.0,15,19,D,L,L,L,D,D,L,W,W,L,22
217,2025-01-27,Genoa,Monza,2.0,0.0,H,0.0,0.0,D,18.0,20.0,30.0,31.0,5.0,11.0,10.0,18.0,23,13,L,L,W,W,D,L,W,L,L,L,22
218,2025-01-31,Parma,Lecce,1.0,3.0,A,1.0,1.0,D,26.0,15.0,36.0,36.0,11.0,8.0,13.0,13.0,20,20,D,L,L,W,D,D,W,L,L,L,22
219,2025-02-01,Monza,Verona,0.0,1.0,A,0.0,1.0,A,20.0,24.0,31.0,47.0,11.0,11.0,18.0,30.0,13,19,L,L,W,L,L,D,L,W,L,L,22
220,2025-02-01,Udinese,Venezia FC,3.0,2.0,H,0.0,0.0,D,25.0,20.0,34.0,35.0,11.0,12.0,14.0,17.0,26,16,L,D,L,D,D,L,D,D,D,L,23
221,2025-02-01,Atalanta,Torino,1.0,1.0,D,1.0,1.0,D,48.0,23.0,25.0,26.0,22.0,8.0,13.0,13.0,46,26,W,W,L,D,D,D,D,D,D,D,23
222,2025-02-01,Bologna,Como 1907,2.0,0.0,H,1.0,0.0,H,35.0,27.0,27.0,36.0,13.0,9.0,10.0,12.0,37,22,W,L,D,W,W,L,D,D,D,W,23
223,2025-02-02,Juventus,Empoli,4.0,1.0,H,0.0,1.0,A,35.0,21.0,19.0,29.0,17.0,14.0,9.0,11.0,37,21,L,D,W,L,D,L,D,D,D,L,23
224,2025-02-02,Fiorentina,Genoa,2.0,1.0,H,2.0,0.0,H,37.0,20.0,23.0,30.0,21.0,5.0,12.0,10.0,39,26,W,W,W,L,D,W,L,D,L,W,23
225,2025-02-02,Milan,Inter,1.0,1.0,D,1.0,0.0,H,33.0,56.0,24.0,19.0,19.0,26.0,10.0,9.0,35,51,D,D,W,W,L,W,W,D,D,W,23
226,2025-02-02,Roma,Napoli,1.0,1.0,D,0.0,1.0,A,33.0,37.0,28.0,15.0,12.0,15.0,12.0,8.0,30,53,W,W,W,W,D,W,W,W,D,W,23
227,2025-02-03,Cagliari,Lazio,1.0,2.0,A,0.0,1.0,A,23.0,38.0,36.0,30.0,7.0,17.0,16.0,13.0,21,39,L,L,W,W,D,D,W,L,L,D,23
228,2025-02-06,Fiorentina,Inter,3.0,0.0,H,3.0,0.0,H,37.0,56.0,23.0,19.0,21.0,26.0,12.0,9.0,39,51,W,D,W,W,D,W,L,D,L,W,23
229,2025-02-07,Como 1907,Juventus,1.0,2.0,A,1.0,1.0,D,27.0,35.0,36.0,19.0,9.0,17.0,12.0,9.0,22,37,L,L,W,W,L,D,D,D,W,D,23
230,2025-02-08,Verona,Atalanta,0.0,5.0,A,0.0,4.0,A,26.0,49.0,48.0,26.0,12.0,23.0,31.0,14.0,23,47,W,D,D,W,L,L,L,D,D,D,24
231,2025-02-08,Empoli,Milan,0.0,2.0,A,0.0,0.0,D,22.0,35.0,33.0,24.0,15.0,19.0,11.0,10.0,21,38,L,W,D,D,L,W,L,L,D,W,24
232,2025-02-08,Torino,Genoa,1.0,1.0,D,1.0,0.0,H,24.0,21.0,27.0,32.0,9.0,5.0,14.0,12.0,27,26,D,L,W,W,D,L,D,W,D,D,24
233,2025-02-09,Venezia FC,Roma,0.0,1.0,A,0.0,0.0,D,22.0,34.0,38.0,29.0,12.0,12.0,17.0,13.0,16,31,L,D,D,W,D,W,L,D,D,W,24
234,2025-02-09,Cagliari,Parma,2.0,1.0,H,0.0,0.0,D,24.0,29.0,38.0,42.0,7.0,13.0,17.0,15.0,21,20,L,L,L,L,W,D,D,L,W,D,24
235,2025-02-09,Lazio,Monza,5.0,1.0,H,1.0,0.0,H,40.0,20.0,31.0,34.0,18.0,11.0,13.0,19.0,42,13,W,L,L,L,W,L,D,W,L,L,24
236,2025-02-09,Lecce,Bologna,0.0,0.0,D,0.0,0.0,D,18.0,35.0,41.0,27.0,9.0,13.0,16.0,10.0,23,38,W,D,L,W,L,D,W,W,D,D,24
237,2025-02-09,Napoli,Udinese,1.0,1.0,D,1.0,1.0,D,38.0,28.0,16.0,36.0,16.0,11.0,8.0,14.0,54,29,D,W,W,L,W,L,W,D,W,D,24
238,2025-02-10,Inter,Fiorentina,2.0,1.0,H,1.0,1.0,D,56.0,40.0,22.0,23.0,26.0,24.0,12.0,12.0,51,42,L,W,D,W,W,W,W,D,D,L,24
239,2025-02-14,Bologna,Torino,3.0,2.0,H,1.0,1.0,D,35.0,24.0,27.0,27.0,13.0,9.0,10.0,14.0,38,27,D,D,W,W,D,D,W,D,D,D,24
240,2025-02-15,Atalanta,Cagliari,0.0,0.0,D,0.0,0.0,D,54.0,26.0,26.0,39.0,27.0,7.0,14.0,17.0,50,24,W,W,D,L,W,L,L,W,D,D,25
241,2025-02-15,Lazio,Napoli,2.0,2.0,D,1.0,1.0,D,45.0,39.0,32.0,17.0,19.0,17.0,13.0,9.0,45,55,W,D,W,D,L,W,W,W,D,W,25
242,2025-02-15,Milan,Verona,1.0,0.0,H,0.0,0.0,D,36.0,26.0,24.0,53.0,19.0,12.0,10.0,35.0,41,23,W,L,W,W,D,D,W,L,L,L,25
243,2025-02-16,Fiorentina,Como 1907,0.0,2.0,A,0.0,1.0,A,41.0,28.0,25.0,40.0,25.0,10.0,13.0,14.0,42,22,L,L,W,L,W,L,W,W,D,L,25
244,2025-02-16,Monza,Lecce,0.0,0.0,D,0.0,0.0,D,21.0,18.0,39.0,41.0,11.0,9.0,20.0,16.0,13,24,L,D,L,W,L,L,L,L,W,W,25
245,2025-02-16,Udinese,Empoli,3.0,0.0,H,1.0,0.0,H,29.0,22.0,37.0,35.0,12.0,15.0,15.0,11.0,30,21,D,L,W,L,L,D,L,L,D,L,25
246,2025-02-16,Parma,Roma,0.0,1.0,A,0.0,1.0,A,30.0,35.0,44.0,29.0,13.0,12.0,15.0,13.0,20,34,L,W,L,D,L,W,D,W,L,D,25
247,2025-02-16,Juventus,Inter,1.0,0.0,H,0.0,0.0,D,41.0,58.0,21.0,23.0,18.0,27.0,11.0,13.0,43,54,W,W,W,L,L,D,W,W,D,W,25
248,2025-02-17,Genoa,Venezia FC,2.0,0.0,H,0.0,0.0,D,22.0,22.0,33.0,39.0,5.0,12.0,13.0,17.0,27,16,D,L,L,L,W,D,L,D,W,L,25
249,2025-02-21,Lecce,Udinese,0.0,1.0,A,0.0,1.0,A,18.0,29.0,41.0,37.0,9.0,12.0,16.0,15.0,24,30,D,D,W,W,L,L,L,L,W,D,25
250,2025-02-22,Parma,Bologna,2.0,0.0,H,1.0,0.0,H,30.0,38.0,45.0,31.0,13.0,14.0,16.0,12.0,20,41,L,L,L,W,L,D,L,W,D,D,26
251,2025-02-22,Venezia FC,Lazio,0.0,0.0,D,0.0,0.0,D,22.0,47.0,41.0,34.0,12.0,20.0,17.0,14.0,16,46,L,D,L,W,L,W,D,L,D,W,26
252,2025-02-22,Torino,Milan,2.0,1.0,H,1.0,0.0,H,27.0,37.0,31.0,26.0,11.0,19.0,15.0,11.0,28,41,L,L,D,W,D,W,W,D,D,W,26
253,2025-02-22,Inter,Genoa,1.0,0.0,H,0.0,0.0,D,58.0,24.0,24.0,33.0,27.0,5.0,13.0,13.0,54,30,L,W,W,D,L,L,D,W,W,L,26
254,2025-02-23,Como 1907,Napoli,2.0,1.0,H,1.0,1.0,D,30.0,41.0,40.0,19.0,11.0,18.0,14.0,10.0,25,56,W,D,L,D,L,D,L,W,W,W,26
255,2025-02-23,Verona,Fiorentina,1.0,0.0,H,0.0,0.0,D,26.0,41.0,54.0,27.0,12.0,25.0,35.0,14.0,23,42,L,L,L,L,W,W,D,W,L,W,26
256,2025-02-23,Empoli,Atalanta,0.0,5.0,A,0.0,3.0,A,22.0,54.0,38.0,26.0,15.0,27.0,12.0,14.0,21,51,L,D,L,W,L,D,D,W,L,L,26
257,2025-02-23,Cagliari,Juventus,0.0,1.0,A,0.0,1.0,A,26.0,42.0,39.0,21.0,7.0,18.0,17.0,11.0,25,46,D,W,W,W,L,W,L,L,W,W,26
258,2025-02-24,Roma,Monza,4.0,0.0,H,2.0,0.0,H,36.0,21.0,29.0,39.0,13.0,11.0,13.0,20.0,37,14,W,D,W,L,D,L,W,L,W,L,26
259,2025-02-27,Bologna,Milan,2.0,1.0,H,0.0,1.0,A,38.0,37.0,31.0,26.0,14.0,19.0,12.0,11.0,41,41,L,L,W,W,D,W,W,D,D,W,26
260,2025-02-28,Fiorentina,Lecce,1.0,0.0,H,1.0,0.0,H,41.0,18.0,28.0,42.0,25.0,9.0,14.0,17.0,42,25,L,L,L,D,L,D,W,W,W,L,27
261,2025-03-01,Atalanta,Venezia FC,0.0,0.0,D,0.0,0.0,D,59.0,22.0,26.0,41.0,30.0,12.0,14.0,17.0,54,17,W,D,D,L,W,L,D,L,W,D,27
262,2025-03-01,Napoli,Inter,1.0,1.0,D,0.0,1.0,A,42.0,59.0,21.0,24.0,19.0,27.0,11.0,13.0,56,57,L,W,D,L,D,W,D,L,W,D,27
263,2025-03-01,Udinese,Parma,1.0,0.0,H,1.0,0.0,H,33.0,32.0,37.0,45.0,14.0,14.0,15.0,16.0,36,23,W,W,W,L,D,L,W,L,L,L,27
264,2025-03-02,Monza,Torino,0.0,2.0,A,0.0,1.0,A,21.0,29.0,43.0,32.0,11.0,12.0,22.0,15.0,14,31,L,W,D,L,L,D,L,D,L,W,27
265,2025-03-02,Bologna,Cagliari,2.0,1.0,H,0.0,1.0,A,40.0,26.0,32.0,40.0,14.0,7.0,13.0,18.0,44,25,W,L,L,D,W,W,D,L,W,L,27
266,2025-03-02,Genoa,Empoli,1.0,1.0,D,0.0,1.0,A,24.0,22.0,34.0,43.0,5.0,15.0,13.0,15.0,30,21,L,L,W,L,D,L,L,L,W,D,27
267,2025-03-02,Roma,Como 1907,2.0,1.0,H,0.0,1.0,A,40.0,32.0,29.0,41.0,15.0,12.0,13.0,15.0,40,28,W,W,W,W,W,L,D,L,W,L,27
268,2025-03-02,Milan,Lazio,1.0,2.0,A,0.0,1.0,A,38.0,47.0,28.0,34.0,20.0,20.0,11.0,14.0,41,47,L,D,L,D,W,W,W,W,D,L,27
269,2025-03-03,Juventus,Verona,2.0,0.0,H,0.0,0.0,D,43.0,27.0,21.0,54.0,19.0,12.0,11.0,35.0,49,26,W,W,W,L,W,L,W,W,L,D,27
270,2025-03-07,Cagliari,Genoa,1.0,1.0,D,1.0,0.0,H,27.0,25.0,42.0,35.0,8.0,5.0,18.0,14.0,25,31,L,D,L,L,D,W,W,D,L,L,28
271,2025-03-08,Como 1907,Venezia FC,1.0,1.0,D,0.0,0.0,D,33.0,22.0,43.0,41.0,13.0,12.0,15.0,17.0,28,18,L,D,W,D,W,L,L,L,L,L,28
272,2025-03-08,Parma,Torino,2.0,2.0,D,0.0,1.0,A,32.0,31.0,46.0,32.0,14.0,13.0,17.0,15.0,23,34,L,W,W,W,L,L,L,D,L,D,28
273,2025-03-08,Lecce,Milan,2.0,3.0,A,1.0,0.0,H,18.0,39.0,43.0,30.0,9.0,20.0,18.0,12.0,25,41,L,L,L,L,D,L,D,W,W,W,28
274,2025-03-08,Inter,Monza,3.0,2.0,H,1.0,2.0,A,60.0,21.0,25.0,45.0,28.0,11.0,13.0,23.0,58,14,D,L,W,L,L,D,W,L,L,L,28
275,2025-03-09,Verona,Bologna,1.0,2.0,A,0.0,1.0,A,27.0,42.0,56.0,33.0,12.0,14.0,35.0,14.0,26,47,L,W,W,W,L,L,L,W,W,D,28
