,FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTHG,HTAG,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,HHGD,AHGD,DiffPts,DiffFormPts
mean,1.506456914768725,1.174454097205917,24.11082413712139,24.204508100493072,24.217304531580183,24.065977929091336,0.6712457438065046,0.5052248444287895,10.176019806649375,10.224357462862532,10.652086771987738,10.586300400848856,1.202917921292629,1.2190756321076401,6.164240432026297,6.3621742193003055,0.055764263911716364,0.015848790795961493,0.05423808405729044,0.009744071378257807,0.05916881897158958,0.017374970650387414,0.04648978633482038,0.008570086874853252,-0.010534299732453534,0.0134324993543485,-0.021341012658067707,-0.008461896418418106,-0.016157710815011134,-0.02023862342166577
std,1.2274328171822362,1.1091394536865096,16.784063505162024,16.77586506304212,16.20515474484284,16.159007239215402,0.8152606500531461,0.7150330796899294,7.891062426320801,7.915556085712711,7.490498858338056,7.480171237386075,0.5558668255370084,0.5498242040034301,3.554810616652093,3.5561390544491496,0.22946592510023653,0.12489037843752573,0.2264868965196261,0.09822995699495951,0.23594039466163885,0.1306640005712589,0.2105433116994412,0.09217722324853642,0.6795168070215531,0.6783114788811643,0.3843733109298738,0.38379849751116635,0.7021873935389806,0.4184217721314415
