,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
87,2024-11-10,Augsburg,Hoffenheim,0.0,0.0,D,0.0,0.0,D,13.0,13.0,20.0,19.0,6.0,8.0,11.0,10.0,11,8,D,L,W,D,L,W,W,D,L,L,10
88,2024-11-10,Stuttgart,Frankfurt,2.0,3.0,A,0.0,1.0,A,17.0,23.0,16.0,14.0,8.0,13.0,5.0,5.0,13,17,D,W,W,D,L,L,D,D,D,W,10
89,2024-11-10,Heidenheim,Wolfsburg,1.0,3.0,A,0.0,2.0,A,12.0,16.0,12.0,17.0,5.0,9.0,5.0,7.0,10,9,L,D,D,D,L,L,L,W,W,D,10
90,2024-11-22,Bayern,Augsburg,3.0,0.0,H,0.0,0.0,D,33.0,13.0,7.0,20.0,16.0,6.0,3.0,11.0,26,12,W,D,W,D,W,W,W,L,D,W,11
91,2024-11-23,Leverkusen,Heidenheim,5.0,2.0,H,2.0,2.0,D,21.0,13.0,16.0,15.0,14.0,5.0,8.0,7.0,17,10,D,L,D,L,D,D,W,L,D,L,11
92,2024-11-23,Stuttgart,Bochum,2.0,0.0,H,0.0,0.0,D,19.0,10.0,19.0,30.0,8.0,6.0,6.0,12.0,13,2,L,D,D,L,W,L,L,L,D,L,11
93,2024-11-23,Dortmund,Freiburg,4.0,0.0,H,2.0,0.0,H,18.0,13.0,18.0,11.0,8.0,5.0,11.0,5.0,16,17,L,D,W,D,L,L,W,W,L,W,11
94,2024-11-23,Hoffenheim,RB Leipzig,4.0,3.0,H,1.0,2.0,A,13.0,15.0,19.0,5.0,8.0,6.0,10.0,4.0,9,21,D,D,L,L,D,W,W,W,D,W,11
95,2024-11-23,Wolfsburg,Union Berlin,1.0,0.0,H,0.0,0.0,D,19.0,9.0,18.0,8.0,11.0,6.0,7.0,3.0,12,16,W,D,D,L,D,D,L,W,W,W,11
96,2024-11-23,Frankfurt,Bremen,1.0,0.0,H,1.0,0.0,H,26.0,17.0,16.0,21.0,14.0,7.0,5.0,13.0,20,15,W,W,W,L,D,D,L,W,D,L,11
97,2024-11-24,Holstein Kiel,Mainz,0.0,3.0,A,0.0,2.0,A,12.0,15.0,25.0,14.0,4.0,8.0,16.0,8.0,5,13,L,W,W,D,L,D,L,L,D,W,11
98,2024-11-24,M'gladbach,St. Pauli,2.0,0.0,H,2.0,0.0,H,15.0,7.0,14.0,12.0,5.0,3.0,6.0,5.0,14,8,D,L,W,W,D,D,W,L,L,L,11
99,2024-11-29,St. Pauli,Holstein Kiel,3.0,1.0,H,1.0,0.0,H,7.0,12.0,14.0,28.0,3.0,4.0,7.0,18.0,8,5,L,L,L,L,W,W,D,L,L,L,12
100,2024-11-30,RB Leipzig,Wolfsburg,1.0,5.0,A,0.0,3.0,A,18.0,20.0,9.0,18.0,8.0,11.0,5.0,7.0,21,15,L,W,D,W,L,D,W,D,W,L,12
101,2024-11-30,Bremen,Stuttgart,2.0,2.0,D,1.0,1.0,D,17.0,21.0,22.0,19.0,7.0,8.0,14.0,6.0,15,16,L,W,W,L,L,D,D,W,W,L,12
102,2024-11-30,Freiburg,M'gladbach,3.0,1.0,H,1.0,0.0,H,13.0,17.0,15.0,14.0,5.0,7.0,7.0,6.0,17,17,L,W,D,D,D,W,L,D,W,W,12
103,2024-11-30,Augsburg,Bochum,1.0,0.0,H,1.0,0.0,H,13.0,10.0,23.0,32.0,6.0,6.0,11.0,12.0,12,2,L,L,D,D,D,L,W,L,L,L,12
104,2024-11-30,Union Berlin,Leverkusen,1.0,2.0,A,1.0,1.0,D,9.0,26.0,9.0,18.0,6.0,16.0,3.0,10.0,16,20,L,W,D,D,L,D,D,D,W,W,12
105,2024-11-30,Dortmund,Bayern,1.0,1.0,D,1.0,0.0,H,22.0,36.0,18.0,7.0,10.0,16.0,11.0,3.0,19,29,W,W,L,W,W,W,L,W,W,W,12
106,2024-12-01,Mainz,Hoffenheim,2.0,0.0,H,2.0,0.0,H,18.0,17.0,14.0,22.0,10.0,9.0,8.0,12.0,16,12,W,W,W,D,D,L,D,D,L,W,12
107,2024-12-01,Heidenheim,Frankfurt,0.0,4.0,A,0.0,1.0,A,15.0,27.0,20.0,16.0,7.0,15.0,9.0,5.0,10,23,L,W,L,W,L,W,D,D,L,L,12
108,2024-12-06,Stuttgart,Union Berlin,3.0,2.0,H,0.0,1.0,A,23.0,10.0,21.0,11.0,9.0,7.0,7.0,4.0,17,16,D,L,W,L,L,D,D,L,W,D,13
109,2024-12-07,Leverkusen,St. Pauli,2.0,1.0,H,2.0,0.0,H,28.0,10.0,19.0,15.0,17.0,4.0,11.0,7.0,23,11,W,W,W,L,D,L,D,W,D,D,13
110,2024-12-07,Bayern,Heidenheim,4.0,2.0,H,1.0,0.0,H,37.0,15.0,8.0,24.0,16.0,7.0,4.0,10.0,30,10,D,L,W,L,W,L,W,L,W,D,13
111,2024-12-07,Frankfurt,Augsburg,2.0,2.0,D,0.0,0.0,D,31.0,14.0,16.0,23.0,16.0,7.0,5.0,11.0,26,15,W,W,W,L,W,D,W,D,D,W,13
112,2024-12-07,Bochum,Bremen,0.0,1.0,A,0.0,0.0,D,10.0,19.0,33.0,24.0,6.0,8.0,13.0,15.0,2,16,L,D,L,L,D,W,L,L,L,D,13
113,2024-12-07,Holstein Kiel,RB Leipzig,0.0,2.0,A,0.0,1.0,A,13.0,19.0,31.0,14.0,4.0,8.0,19.0,8.0,5,21,L,L,L,L,L,D,W,L,L,W,13
114,2024-12-07,M'gladbach,Dortmund,1.0,1.0,D,0.0,0.0,D,18.0,23.0,17.0,19.0,7.0,11.0,7.0,11.0,17,20,L,D,W,W,D,L,W,W,D,L,13
115,2024-12-08,Wolfsburg,Mainz,4.0,3.0,H,1.0,2.0,A,25.0,20.0,19.0,14.0,14.0,12.0,7.0,8.0,18,19,W,W,W,W,W,W,D,D,D,D,13
116,2024-12-08,Hoffenheim,Freiburg,1.0,1.0,D,0.0,0.0,D,17.0,16.0,24.0,16.0,9.0,6.0,14.0,7.0,12,20,L,W,W,L,D,D,L,D,D,L,13
117,2024-12-13,Freiburg,Wolfsburg,3.0,2.0,H,1.0,0.0,H,17.0,29.0,17.0,22.0,6.0,15.0,7.0,9.0,21,21,D,W,W,W,L,W,D,W,D,D,14
